exception_id,exception_type,domain,source_system,region,asset_class,missing_field_count,age_days,break_amount,price_movement_pct,duplicate_flag,currency_mismatch_flag,refresh_delay_hours,severity,root_cause,owner,sla_hours,resolution_label,created_at,sla_status,recurrence_count,is_high_value_break,predicted_exception_type,confidence_score,owner_recommendation,root_cause_hint,recommended_action,sme_review_flag,priority_score,explainability_summary,anomaly_score,anomaly_flag,reason_code,severity_recommendation
EXC0000459,Missing Reference Data,Reference Data,Refinitiv,Americas,ETF,4,13,2732.77,0.55,0,0,3,Medium,Missing Reference Data pattern detected from source controls,Reference Data Ops,48,Resolved,2026-05-03,Breached,17,0,Missing Reference Data,0.872,Reference Data Ops,Most similar historical pattern: Missing Reference Data,"Validate security master fields, enrich ISIN/ticker, and rerun downstream load.",False,44.7,"Missing Reference Data in Reference Data from Refinitiv is ranked Medium because the item is 13 days old, has a break amount of 2732.77, and carries confidence 0.872.",0.0334,False,Aging unresolved item,Medium
EXC0000460,Trade Match Break,Trades,Aladdin,Americas,Equity,1,4,58498.92,0.95,0,0,4,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-03,Breached,27,1,Trade Match Break,0.939,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,57.6,"Trade Match Break in Trades from Aladdin is ranked High because the item is 4 days old, has a break amount of 58498.92, and carries confidence 0.939.",0.2527,False,Multi-factor isolation signal,High
EXC0000461,Missing Client Mapping,Client Data,Refinitiv,Americas,Corporate Bond,3,20,1065.62,5.84,0,0,14,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-04-19,Breached,15,0,Missing Client Mapping,0.933,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,43.9,"Missing Client Mapping in Client Data from Refinitiv is ranked Medium because the item is 20 days old, has a break amount of 1065.62, and carries confidence 0.933.",0.193,False,Aging unresolved item,Medium
EXC0000462,Position Reconciliation Break,Positions,Murex,APAC,Corporate Bond,0,14,11960.5,2.89,0,0,16,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Escalated,2026-05-13,Breached,23,0,Position Reconciliation Break,0.796,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,55.2,"Position Reconciliation Break in Positions from Murex is ranked High because the item is 14 days old, has a break amount of 11960.5, and carries confidence 0.796.",0.0493,False,Aging unresolved item,High
EXC0000463,Price Outlier,Pricing,Custodian,APAC,Corporate Bond,1,3,778.59,24.27,0,0,18,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-05-02,Within SLA,14,0,Price Outlier,0.909,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,15.3,"Price Outlier in Pricing from Custodian is ranked Low because the item is 3 days old, has a break amount of 778.59, and carries confidence 0.909.",0.494,True,Large price/return move,Low
EXC0000464,Duplicate Record,Trades,Murex,EMEA,Equity,0,3,59533.74,0.71,1,0,18,High,Duplicate Record pattern detected from source controls,Trade Support,24,Resolved,2026-04-07,Breached,22,1,Duplicate Record,0.911,Trade Support,Most similar historical pattern: Duplicate Record,Confirm duplicate key collision and suppress or merge after control approval.,False,57.8,"Duplicate Record in Trades from Murex is ranked High because the item is 3 days old, has a break amount of 59533.74, and carries confidence 0.911.",0.2471,False,Multi-factor isolation signal,High
EXC0000465,Performance Return Outlier,Positions,Refinitiv,EMEA,Equity,0,8,51043.39,9.32,0,0,0,High,Performance Return Outlier pattern detected from source controls,Reconciliation,24,Open,2026-04-26,Breached,11,1,Performance Return Outlier,0.791,Reconciliation,Most similar historical pattern: Performance Return Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,57.9,"Performance Return Outlier in Positions from Refinitiv is ranked High because the item is 8 days old, has a break amount of 51043.39, and carries confidence 0.791.",0.4175,False,Multi-factor isolation signal,High
EXC0000466,Position Reconciliation Break,Positions,ABOR,APAC,Government Bond,1,21,48788.18,1.55,0,0,16,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Open,2026-04-07,Breached,21,1,Position Reconciliation Break,0.774,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,67.0,"Position Reconciliation Break in Positions from ABOR is ranked Critical because the item is 21 days old, has a break amount of 48788.18, and carries confidence 0.774.",0.3068,False,Aging unresolved item,Critical
EXC0000467,Missing Client Mapping,Client Data,Murex,APAC,Government Bond,4,19,778.92,-2.56,0,0,15,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-05-07,Breached,12,0,Missing Client Mapping,0.942,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,43.6,"Missing Client Mapping in Client Data from Murex is ranked Medium because the item is 19 days old, has a break amount of 778.92, and carries confidence 0.942.",0.1848,False,Aging unresolved item,Medium
EXC0000468,Stale Price,Pricing,Custodian,EMEA,Corporate Bond,0,5,357.78,3.55,0,0,43,Low,Stale Price pattern detected from source controls,Pricing Control,72,Open,2026-03-23,Breached,21,0,Stale Price,0.941,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,35.2,"Stale Price in Pricing from Custodian is ranked Low because the item is 5 days old, has a break amount of 357.78, and carries confidence 0.941.",0.2858,False,Multi-factor isolation signal,Low
EXC0000469,Position Reconciliation Break,Positions,ABOR,APAC,Government Bond,1,12,32825.52,2.41,0,0,5,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Escalated,2026-04-07,Breached,21,0,Position Reconciliation Break,0.869,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,56.0,"Position Reconciliation Break in Positions from ABOR is ranked High because the item is 12 days old, has a break amount of 32825.52, and carries confidence 0.869.",0.1015,False,Multi-factor isolation signal,High
EXC0000470,Price Outlier,Pricing,SimCorp,Americas,Derivative,1,7,1874.75,10.48,0,0,19,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Escalated,2026-05-05,Breached,12,0,Price Outlier,0.919,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,35.2,"Price Outlier in Pricing from SimCorp is ranked Low because the item is 7 days old, has a break amount of 1874.75, and carries confidence 0.919.",0.2464,False,Multi-factor isolation signal,Low
EXC0000471,Unknown / Needs SME Review,Reference Data,Murex,Americas,Derivative,1,17,2717.16,-0.52,0,0,8,High,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,24,Resolved,2026-05-01,Breached,14,0,Unknown / Needs SME Review,0.748,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,54.5,"Unknown / Needs SME Review in Reference Data from Murex is ranked High because the item is 17 days old, has a break amount of 2717.16, and carries confidence 0.748.",0.0725,False,Aging unresolved item,High
EXC0000472,Stale Price,Pricing,Murex,APAC,Derivative,1,16,1811.56,4.03,0,0,20,Medium,Stale Price pattern detected from source controls,Pricing Control,48,Open,2026-04-30,Breached,15,0,Stale Price,0.815,Pricing Control,Most similar historical pattern: Stale Price,"Check vendor price history, compare secondary source, and escalate material moves.",False,45.1,"Stale Price in Pricing from Murex is ranked Medium because the item is 16 days old, has a break amount of 1811.56, and carries confidence 0.815.",0.064,False,Aging unresolved item,Medium
EXC0000473,Unknown / Needs SME Review,Reference Data,Custodian,EMEA,Corporate Bond,1,10,3859.3,-3.03,0,0,1,Medium,Unknown / Needs SME Review pattern detected from source controls,Reference Data Ops,48,Open,2026-04-19,Breached,10,0,Unknown / Needs SME Review,0.701,Reference Data Ops,Most similar historical pattern: Unknown / Needs SME Review,Send to SME review with source evidence and model explanation.,True,46.2,"Unknown / Needs SME Review in Reference Data from Custodian is ranked Medium because the item is 10 days old, has a break amount of 3859.3, and carries confidence 0.701.",0.1601,False,Multi-factor isolation signal,Medium
EXC0000474,Trade Match Break,Trades,Aladdin,APAC,Equity,1,7,35345.78,-2.39,0,0,12,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-29,Breached,27,0,Trade Match Break,0.938,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,55.8,"Trade Match Break in Trades from Aladdin is ranked High because the item is 7 days old, has a break amount of 35345.78, and carries confidence 0.938.",0.1772,False,Multi-factor isolation signal,High
EXC0000475,Position Reconciliation Break,Positions,Bloomberg,EMEA,Corporate Bond,1,20,37548.79,-0.34,0,0,5,Critical,Position Reconciliation Break pattern detected from source controls,Reconciliation,8,Open,2026-04-01,Breached,32,0,Position Reconciliation Break,0.853,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,65.8,"Position Reconciliation Break in Positions from Bloomberg is ranked Critical because the item is 20 days old, has a break amount of 37548.79, and carries confidence 0.853.",0.2552,False,Aging unresolved item,Critical
EXC0000476,Position Reconciliation Break,Positions,Bloomberg,Americas,Corporate Bond,0,9,24040.18,2.26,0,0,15,High,Position Reconciliation Break pattern detected from source controls,Reconciliation,24,Resolved,2026-05-08,Breached,32,0,Position Reconciliation Break,0.851,Reconciliation,Most similar historical pattern: Position Reconciliation Break,"Compare IBOR, ABOR, and custodian balances; prioritize material value gaps.",False,55.9,"Position Reconciliation Break in Positions from Bloomberg is ranked High because the item is 9 days old, has a break amount of 24040.18, and carries confidence 0.851.",0.0898,False,Multi-factor isolation signal,High
EXC0000477,Price Outlier,Pricing,Murex,Americas,Equity,1,19,714.63,29.33,0,0,2,Medium,Price Outlier pattern detected from source controls,Pricing Control,48,Resolved,2026-05-11,Breached,17,0,Price Outlier,0.924,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,44.0,"Price Outlier in Pricing from Murex is ranked Medium because the item is 19 days old, has a break amount of 714.63, and carries confidence 0.924.",0.6455,True,Large price/return move,High
EXC0000478,Price Outlier,Pricing,Aladdin,EMEA,Corporate Bond,1,0,1013.91,4.6,0,0,19,Low,Price Outlier pattern detected from source controls,Pricing Control,72,Resolved,2026-05-16,Within SLA,17,0,Price Outlier,0.722,Pricing Control,Most similar historical pattern: Price Outlier,"Check vendor price history, compare secondary source, and escalate material moves.",False,17.3,"Price Outlier in Pricing from Aladdin is ranked Low because the item is 0 days old, has a break amount of 1013.91, and carries confidence 0.722.",0.2724,False,Multi-factor isolation signal,Low
EXC0000479,Trade Match Break,Trades,Aladdin,Americas,Government Bond,0,9,42543.98,0.65,0,0,4,High,Trade Match Break pattern detected from source controls,Trade Support,24,Resolved,2026-04-10,Breached,27,0,Trade Match Break,0.932,Trade Support,Most similar historical pattern: Trade Match Break,Review counterparty economic fields and run fuzzy security/client match.,False,56.4,"Trade Match Break in Trades from Aladdin is ranked High because the item is 9 days old, has a break amount of 42543.98, and carries confidence 0.932.",0.1464,False,Multi-factor isolation signal,High
EXC0000480,Missing Client Mapping,Client Data,ABOR,APAC,Corporate Bond,3,11,2337.41,2.36,0,0,8,Medium,Missing Client Mapping pattern detected from source controls,Client Data Ops,48,Resolved,2026-03-27,Breached,18,0,Missing Client Mapping,0.971,Client Data Ops,Most similar historical pattern: Missing Client Mapping,Route to client-data operations to complete portfolio and account mapping.,False,43.7,"Missing Client Mapping in Client Data from ABOR is ranked Medium because the item is 11 days old, has a break amount of 2337.41, and carries confidence 0.971.",0.023,False,Multi-factor isolation signal,Medium
